ЖК,Цена,Количество комнат,Количество санузлов,Общая площадь,Площадь кухни,Жилая площадь,Наличие балкона,Этаж,Высота потолков,Отделка
ЖК «Любовь и Голуби»,15 464 720,2-комн.,1 совмещенный,"48,8","15,9","25,3",Балкона нет,20/22,"2,8",Предчистовая
ЖК «Любовь и Голуби»,15 567 200,2-комн.,1 совмещенный,"48,8","15,9","25,3",Балкона нет,21/22,"2,8",Предчистовая
ЖК «Амурский парк»,19 103 457,2-комн.,2 совмещенных,"58,4","21,6","22,8",Балкона нет,28/28,"2,62",Чистовая
ЖК «Октябрьское поле»,23 519 616,2-комн.,,"57,7","11,2",29,Балкона нет,16/27,3,Чистовая
ЖК «Октябрьское поле»,23 760 570,2-комн.,,58,"11,3","29,1",Балкона нет,25/27,3,Чистовая
ЖК «Октябрьское поле»,23 728 206,2-комн.,,58,"11,2","29,1",Балкона нет,22/27,3,С отделкой
ЖК «Октябрьское поле»,23 623 488,2-комн.,,"57,6","11,2","28,9",Балкона нет,27/27,3,Чистовая
ЖК «Октябрьское поле»,26 145 770,2-комн.,,"62,2","10,2","34,8",Балкона нет,21/25,3,Без отделки
ЖК «Октябрьское поле»,23 687 295,2-комн.,,"57,9","11,3","29,1",Балкона нет,22/27,3,Чистовая
ЖК «Октябрьское поле»,23 637 671,2-комн.,,"57,7","11,2","28,9",Балкона нет,26/27,3,Чистовая
ЖК «Clementine (Клементин)»,12 622 200,2-комн.,"1 совмещенный, 1 раздельный","54,5","17,2","25,1",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,12 572 010,2-комн.,1 совмещенный,"50,7","15,5","24,3",Балкона нет,3/8,"2,8",С отделкой
ЖК «Clementine (Клементин)»,9 780 720,2-комн.,1 совмещенный,"49,8","15,6","23,9",Балкона нет,3/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,9 656 710,2-комн.,1 совмещенный,"49,7","15,6","23,9",Балкона нет,2/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,13 059 200,2-комн.,"1 совмещенный, 1 раздельный","54,5","17,2","25,3",Балкона нет,3/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,9 969 820,2-комн.,1 совмещенный,"49,7","15,6","23,9",Балкона нет,5/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 493 300,2-комн.,1 совмещенный,"54,6","16,5","25,4",Балкона нет,5/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,9 912 700,2-комн.,1 совмещенный,49,15,"24,5",Балкона нет,2/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 282 180,2-комн.,1 совмещенный,"52,3","16,1","24,3",Балкона нет,1/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,9 850 560,2-комн.,1 совмещенный,"49,6","15,6","23,9",Балкона нет,4/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 266 240,2-комн.,"1 совмещенный, 1 раздельный","54,4","18,8","24,3",Балкона нет,2/8,"2,8",
ЖК «Clementine (Клементин)»,11 199 600,2-комн.,1 совмещенный,"54,9","16,5","25,4",Балкона нет,2/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 465 200,2-комн.,1 совмещенный,"51,3","16,1",24,Балкона нет,2/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 710 560,2-комн.,1 совмещенный,"52,4","16,1","24,3",Балкона нет,5/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 134 240,2-комн.,1 совмещенный,"49,1",15,"24,5",Балкона нет,4/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 373 180,2-комн.,1 совмещенный,"54,6","16,5","25,4",Балкона нет,4/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 024 960,2-комн.,1 совмещенный,"52,4","16,1","24,3",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 092 500,2-комн.,1 совмещенный,"49,3","16,1","26,2",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 092 500,2-комн.,1 совмещенный,"49,3","16,1","26,2",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 031 130,2-комн.,1 совмещенный,"49,1",15,"24,5",Балкона нет,3/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 924 600,2-комн.,"1 совмещенный, 1 раздельный","54,5","18,8","24,3",Балкона нет,7/8,"2,8",
ЖК «Clementine (Клементин)»,10 246 480,2-комн.,1 совмещенный,"48,7",15,"24,5",Балкона нет,6/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,12 503 400,2-комн.,"1 совмещенный, 1 раздельный","54,6","17,2","25,1",Балкона нет,7/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 661 440,2-комн.,1 совмещенный,"54,8","16,5","25,4",Балкона нет,6/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 815 360,2-комн.,1 совмещенный,"52,4","16,1","24,3",Балкона нет,6/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 706 600,2-комн.,1 совмещенный,"54,5","16,5","25,4",Балкона нет,7/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 079 160,2-комн.,1 совмещенный,"49,7","15,6","23,9",Балкона нет,6/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 161 580,2-комн.,1 совмещенный,"49,4","16,2","26,2",Балкона нет,1/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,12 159 810,2-комн.,"1 совмещенный, 1 раздельный","54,7","17,2","25,3",Балкона нет,7/8,"2,8",С отделкой
ЖК «Clementine (Клементин)»,12 201 920,2-комн.,"1 совмещенный, 1 раздельный","54,4","17,2","25,3",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 445 240,2-комн.,1 совмещенный,"50,8","15,5","24,3",Балкона нет,1/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 353 620,2-комн.,1 совмещенный,"48,7",15,"24,5",Балкона нет,7/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 810 240,2-комн.,1 совмещенный,"54,4","16,5","25,4",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 144 210,2-комн.,1 совмещенный,"48,7",15,"24,5",Балкона нет,5/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 287 900,2-комн.,1 совмещенный,"49,7","15,6","23,9",Балкона нет,8/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,11 581 250,2-комн.,"1 совмещенный, 1 раздельный","54,5",16,25,Балкона нет,1/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 721 150,2-комн.,1 совмещенный,"50,5","15,6","23,8",Балкона нет,7/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 894 090,2-комн.,1 совмещенный,"52,3","16,1","24,3",Балкона нет,7/8,"2,8",Чистовая
ЖК «Clementine (Клементин)»,10 515 400,2-комн.,1 совмещенный,49,15,"24,5",Балкона нет,8/8,"2,8",Чистовая
ЖК «Перовское 2»,19 179 131,2-комн.,,"48,7","16,6","22,4",Балкона нет,23/26,"2,6",Чистовая
ЖК «Перовское 2»,19 302 786,2-комн.,,"48,9","16,7","22,4",Балкона нет,19/26,"2,6",Чистовая
ЖК «Перовское 2»,19 253 356,2-комн.,,"48,8","16,7","22,3",Балкона нет,20/26,"2,6",Чистовая
ЖК «Перовское 2»,21 346 345,2-комн.,,"57,7","21,4","22,7",Балкона нет,18/26,"2,6",Чистовая
ЖК «Перовское 2»,21 632 945,2-комн.,,"57,9","21,5","22,8",Балкона нет,23/33,"2,6",Чистовая
ЖК «Перовское 2»,21 569 991,2-комн.,,"57,7","21,4","22,8",Балкона нет,22/33,"2,6",Чистовая
ЖК «Перовское 2»,21 178 515,2-комн.,,"57,5","21,4","22,6",Балкона нет,25/26,"2,6",Чистовая
ЖК «Перовское 2»,21 524 550,2-комн.,,"57,5","21,4","22,6",Балкона нет,20/33,"2,6",Чистовая
ЖК «Перовское 2»,21 277 220,2-комн.,,"57,8","21,5","22,7",Балкона нет,26/26,"2,6",Чистовая
ЖК «Середневский лес»,11 930 144,2-комн.,,"54,3","20,1","22,3",Балкона нет,1/9,"2,75",Чистовая
ЖК «Середневский лес»,12 926 796,2-комн.,,"58,7","22,4","22,6",Балкона нет,5/9,"2,56",Чистовая
ЖК «Середневский лес»,14 524 494,2-комн.,,"65,5","23,5","23,5",Балкона нет,8/9,"2,56",Чистовая
ЖК «Середневский лес»,13 036 273,2-комн.,1 совмещенный,"58,6","21,3","24,6",Балкона нет,1/9,"4,45",Чистовая
ЖК «Мякинино парк»,13 641 360,2-комн.,1 совмещенный,"50,3","10,4","28,3",Балкона нет,5/25,"2,63",Чистовая
ЖК «Мякинино парк»,13 733 010,2-комн.,1 раздельный,"51,3","10,6","27,4",Балкона нет,3/25,"2,63",Чистовая
ЖК «Мякинино парк»,14 874 000,2-комн.,2 совмещенных,"55,5","21,3","20,9",Балкона нет,13/25,"2,63",Чистовая
ЖК «Мякинино парк»,18 794 800,2-комн.,2 совмещенных,76,"8,8","52,6",Балкона нет,10/15,"2,62",Чистовая
ЖК «Мякинино парк»,13 985 000,2-комн.,2 совмещенных,50,"10,4","28,3",Балкона нет,22/25,"2,63",Чистовая
ЖК «Мякинино парк»,15 030 900,2-комн.,,"58,6",,"23,6",Балкона нет,5/15,"2,63",Чистовая
ЖК «Мякинино парк»,14 282 880,2-комн.,2 совмещенных,"51,9","19,6","19,9",Балкона нет,3/15,"2,63",Чистовая
ЖК «Мякинино парк»,13 910 420,2-комн.,2 совмещенных,"50,2","10,4","28,2",Балкона нет,22/25,"2,62",Чистовая
ЖК «Мякинино парк»,13 947 840,2-комн.,2 совмещенных,"50,1","10,4","28,1",Балкона нет,17/25,"2,62",Чистовая
ЖК «Мякинино парк»,14 305 480,2-комн.,2 совмещенных,"53,2","18,9","22,3",Балкона нет,3/15,"2,62",Чистовая
ЖК «Мякинино парк»,14 889 680,2-комн.,2 совмещенных,"55,6","21,4",21,Балкона нет,5/25,"2,63",Чистовая
ЖК «Мякинино парк»,15 056 550,2-комн.,2 совмещенных,"58,7","22,3","23,6",Балкона нет,5/15,"2,63",Чистовая
ЖК «Мякинино парк»,15 262 500,2-комн.,2 совмещенных,"55,5","21,3","20,9",Балкона нет,25/25,"2,63",Чистовая
ЖК «Мякинино парк»,14 016 780,2-комн.,1 раздельный,"51,4","10,7","27,3",Балкона нет,3/25,"2,62",Чистовая
ЖК «Мякинино парк»,15 725 730,2-комн.,,"58,7",22,"23,6",Балкона нет,13/15,"2,63",Чистовая
ЖК «Бристоль»,11 713 516,2-комн.,,"53,8",,,Балкона нет,3/4,,
ЖК «Бристоль»,11 304 657,2-комн.,,"59,9",,,Балкона нет,1/4,,
ЖК «Бристоль»,13 467 616,2-комн.,,"66,4",,,Балкона нет,1/4,,
ЖК «Бристоль»,11 598 662,2-комн.,,"53,8",,,Балкона нет,2/4,,
ЖК «Бристоль»,10 608 986,2-комн.,,"56,2",,,Балкона нет,1/4,,
ЖК «Бристоль»,16 530 800,2-комн.,,66,,,Балкона нет,4/4,,
ЖК «Бристоль»,11 778 833,2-комн.,,"54,1",,,Балкона нет,3/4,,
ЖК «Бристоль»,11 684 897,2-комн.,,"54,2",,,Балкона нет,2/4,,
ЖК «Бристоль»,12 924 782,2-комн.,,"61,2",,,Балкона нет,2/4,,
ЖК «Бристоль»,11 608 331,2-комн.,,"54,4",,,Балкона нет,2/4,,
ЖК «Бристоль»,11 845 404,2-комн.,,"57,8",,,Балкона нет,1/4,,
ЖК «Бристоль»,12 141 803,2-комн.,,"56,9",,,Балкона нет,2/4,,
ЖК «Бристоль»,11 691 744,2-комн.,,"53,7",,,Балкона нет,3/4,,
ЖК «Бристоль»,12 087 287,2-комн.,,"64,2",,,Балкона нет,1/4,,
ЖК «Бристоль»,11 669 971,2-комн.,,"53,6",,,Балкона нет,3/4,,
ЖК «Бристоль»,12 296 267,2-комн.,,60,,,Балкона нет,1/4,,
ЖК «Бристоль»,12 291 174,2-комн.,,"57,6",,,Балкона нет,2/4,,
ЖК «Бристоль»,12 606 182,2-комн.,,"57,9",,,Балкона нет,2/4,,
ЖК «Бристоль»,11 701 947,2-комн.,,"57,1",,,Балкона нет,1/4,,
ЖК «Бристоль»,13 990 480,2-комн.,,"53,5",,,Балкона нет,4/4,,
ЖК «Бристоль»,14 544 446,2-комн.,,"57,4",,,Балкона нет,4/4,,
ЖК «Бристоль»,14 036 169,2-комн.,,"54,3",,,Балкона нет,4/4,,
ЖК «Бристоль»,11 814 250,2-комн.,,"54,8",,,Балкона нет,2/4,,
ЖК «Бристоль»,13 963 030,2-комн.,,"53,4",,,Балкона нет,4/4,,
ЖК «Лучи»,21 950 132,2-комн.,1 совмещенный,"59,3","18,1","29,3",Балкона нет,23/23,"2,73",Без отделки
"ЖК «Новые Ватутинки, мкр. Центральный»",16 320 000,2-комн.,,"61,2",,,Балкона нет,14/14,"2,7",
"ЖК «Новые Ватутинки, мкр. Центральный»",17 880 000,2-комн.,,"67,9",,,Балкона нет,13/14,"2,7",
"ЖК «Новые Ватутинки, мкр. Центральный»",18 530 000,2-комн.,,"68,9",,,Балкона нет,8/14,"2,7",
"ЖК «Новые Ватутинки, мкр. Центральный»",17 590 000,2-комн.,,"65,4",,,Балкона нет,14/14,"2,7",
"ЖК «Новые Ватутинки, мкр. Центральный»",17 880 000,2-комн.,,"67,9",,,Балкона нет,13/14,"2,7",
"ЖК «Новые Ватутинки, мкр. Центральный»",17 880 000,2-комн.,,"67,9",,,Балкона нет,13/14,"2,7",
ЖК «Ново-Никольское»,9 136 912,2-комн.,,"72,3",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,8 959 747,2-комн.,,"72,6",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,9 180 000,2-комн.,,72,,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 867 182,2-комн.,,"72,6",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 707 005,2-комн.,,"72,4",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 504 257,2-комн.,,"72,2",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,8 875 185,2-комн.,,"72,2",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,9 128 778,2-комн.,,"72,3",,,Балкона нет,3/9,"2,8",
ЖК «Ново-Никольское»,8 540 437,2-комн.,,"72,3",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,10 901 083,2-комн.,,"72,5",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 573 152,2-комн.,,"72,6",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,9 093 150,2-комн.,,"72,6",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 537 726,2-комн.,,"72,3",,,Балкона нет,1/9,"2,8",
ЖК «Ново-Никольское»,8 642 340,2-комн.,,"72,2",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,9 256 500,2-комн.,,"72,6",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,8 654 310,2-комн.,,"72,3",,,Балкона нет,5/9,"2,8",
ЖК «Ново-Никольское»,8 738 062,2-комн.,,"72,5",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 849 407,2-комн.,,"72,7",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 741 070,2-комн.,,"72,3",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 678 250,2-комн.,,"72,5",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,9 243 750,2-комн.,,"72,5",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,8 535 888,2-комн.,,"72,7",,,Балкона нет,1/9,"2,8",
ЖК «Ново-Никольское»,9 245 362,2-комн.,,"72,3",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,9 192 750,2-комн.,,"72,1",,,Балкона нет,5/9,"2,8",
ЖК «Ново-Никольское»,8 633 047,2-комн.,,"72,6",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 525 917,2-комн.,,"72,2",,,Балкона нет,4/9,"2,8",
ЖК «Ново-Никольское»,9 138 675,2-комн.,,"72,1",,,Балкона нет,3/9,"2,8",
ЖК «Ново-Никольское»,8 713 957,2-комн.,,"72,3",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 795 156,2-комн.,,"72,5",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,8 674 927,2-комн.,,"72,7",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,8 627 197,2-комн.,,"72,3",,,Балкона нет,2/9,"2,8",
ЖК «Ново-Никольское»,8 708 156,2-комн.,,"72,5",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 609 265,2-комн.,,"72,4",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 666 280,2-комн.,,"72,4",,,Балкона нет,5/9,"2,8",
ЖК «Ново-Никольское»,9 231 000,2-комн.,,"72,4",,,Балкона нет,5/9,"2,8",
ЖК «Ново-Никольское»,8 928 251,2-комн.,,"73,1",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 880 075,2-комн.,,"73,2",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,8 597 373,2-комн.,,"72,3",,,Балкона нет,5/9,"2,8",
ЖК «Ново-Никольское»,8 642 340,2-комн.,,"72,2",,,Балкона нет,3/9,"2,8",
ЖК «Ново-Никольское»,8 621 156,2-комн.,,"72,5",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,8 752 027,2-комн.,,"71,9",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 899 770,2-комн.,,"72,4",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 854 968,2-комн.,,"72,5",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 762 167,2-комн.,,"72,7",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 726 010,2-комн.,,"72,4",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 941 968,2-комн.,,"72,5",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 806 113,2-комн.,,"72,1",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 642 340,2-комн.,,"72,2",,,Балкона нет,3/9,"2,8",
ЖК «Ново-Никольское»,8 731 057,2-комн.,,"72,6",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 795 156,2-комн.,,"72,5",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 731 057,2-комн.,,"72,6",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 726 010,2-комн.,,"72,4",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 738 062,2-комн.,,"72,5",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 948 940,2-комн.,,"72,8",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 951 625,2-комн.,,73,,,Балкона нет,1/9,"2,8",
ЖК «Ново-Никольское»,8 807 287,2-комн.,,"72,6",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,9 176 700,2-комн.,,"72,4",,,Балкона нет,3/9,"2,8",
ЖК «Ново-Никольское»,8 688 000,2-комн.,,"72,4",,,Балкона нет,4/9,"2,8",
ЖК «Ново-Никольское»,8 639 130,2-комн.,,"72,4",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 807 287,2-комн.,,"72,6",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,8 795 156,2-комн.,,"72,5",,,Балкона нет,8/9,"2,8",
ЖК «Ново-Никольское»,8 831 550,2-комн.,,"72,8",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,9 300 060,2-комн.,,"72,6",,,Балкона нет,6/9,"2,8",
ЖК «Ново-Никольское»,8 783 025,2-комн.,,"72,4",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,9 232 575,2-комн.,,"72,2",,,Балкона нет,7/9,"2,8",
ЖК «Ново-Никольское»,8 812 890,2-комн.,,"72,4",,,Балкона нет,9/9,"2,8",
ЖК «Ново-Никольское»,8 903 823,2-комн.,,"72,9",,,Балкона нет,9/9,"2,8",
ЖК «Сигнальный 16»,24 874 617,2-комн.,2 совмещенных,"60,8",21,"25,3",Балкона нет,3/33,"2,63",Чистовая с мебелью
ЖК «Сигнальный 16»,22 367 977,2-комн.,,"52,3","20,4","24,7",Балкона нет,3/33,"2,63",Чистовая с мебелью
ЖК «Сигнальный 16»,18 172 360,2-комн.,,"40,9","5,2","26,2",Балкона нет,3/33,"2,63",Чистовая
ЖК «Настроение»,16 744 368,2-комн.,,"52,3",,,Балкона нет,10/22,"2,79",
ЖК «Настроение»,20 182 529,2-комн.,,"65,4",,,Балкона нет,13/22,"2,79",
ЖК «Настроение»,16 873 481,2-комн.,,"52,3",,,Балкона нет,13/22,"2,79",
ЖК «Настроение»,19 178 371,2-комн.,,63,,,Балкона нет,5/22,"2,79",
ЖК «Настроение»,19 093 790,2-комн.,,"64,2",,,Балкона нет,2/22,"2,79",
ЖК «Настроение»,20 373 408,2-комн.,,"65,4",,,Балкона нет,18/22,"2,79",
ЖК «Настроение»,20 977 074,2-комн.,,"60,2",,,Балкона нет,7/22,"2,65",
ЖК «Настроение»,20 082 071,2-комн.,,"59,1",,,Балкона нет,5/22,"2,65",
ЖК «Настроение»,19 182 240,2-комн.,,63,,,Балкона нет,3/22,"2,79",
ЖК «Настроение»,23 020 800,2-комн.,,"65,4",,,Балкона нет,16/22,"2,79",
ЖК «Настроение»,23 282 400,2-комн.,,"65,4",,,Балкона нет,21/22,"2,79",
ЖК «Настроение»,21 071 500,2-комн.,,"62,9",,,Балкона нет,2/22,"2,79",
ЖК «Михайловский парк»,22 390 294,2-комн.,2 совмещенных,"72,1","29,5","28,2",Балкона нет,24/33,"2,67",
ЖК «Kinetik (Кинетик)»,16 115 136,2-комн.,,"37,92",,,Балкона нет,22/31,,
ЖК «Kinetik (Кинетик)»,18 895 886,2-комн.,,"38,64",,,Балкона нет,31/31,,
ЖК «Kinetik (Кинетик)»,17 620 051,2-комн.,,"37,96",,,Балкона нет,21/31,,
ЖК «Kinetik (Кинетик)»,23 639 784,2-комн.,,"54,17",,,Балкона нет,29/31,,
ЖК «Kinetik (Кинетик)»,18 666 769,2-комн.,,"37,96",,,Балкона нет,23/31,,
ЖК «Kinetik (Кинетик)»,18 873 165,2-комн.,,"38,32",,,Балкона нет,31/31,,
ЖК «Kinetik (Кинетик)»,17 703 853,2-комн.,,"38,64",,,Балкона нет,29/31,,
ЖК «Kinetik (Кинетик)»,18 304 981,2-комн.,,"38,24",,,Балкона нет,23/31,,
ЖК «Скандинавия»,12 688 610,2-комн.,1 совмещенный,"37,6","7,1","21,5",Балкона нет,5/16,"2,99",Без отделки
ЖК «Скандинавия»,15 432 368,2-комн.,1 совмещенный,"52,7","14,6",26,Балкона нет,14/14,"2,99",Без отделки
ЖК «Молжаниново»,15 723 294,2-комн.,,"54,4",,,Балкона нет,4/17,"2,82",
ЖК «Молжаниново»,16 448 473,2-комн.,,"58,5",,,Балкона нет,7/17,"2,82",
ЖК «Ютаново»,15 330 108,2-комн.,,"47,4","16,6","20,9",Балкона нет,12/33,"2,68",Чистовая
ЖК «Ютаново»,16 950 256,2-комн.,,"57,3","21,2","22,4",Балкона нет,5/33,"2,68",Чистовая
